Nombre;Año;Axis;Diametro;Peso
Bronze Sestertius of Antoninus Pius- Rome- AD 150 - AD 151. 1957.172.1723 ;AD-150;6;34.0;19.52
Silver Denarius of Domitian- Rome- AD 91. 1944.100.42497 ;AD-91.;6;20.0;3.28
Silver Denarius of Commodus- Rome- AD 178 - AD 191. 1956.127.1240 ;AD-178;6;18.9;2.8
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1944.100.48154 ;AD-148;6;17.5;2.9
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4244 ;AD-302;12;27.0;10.52
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1956.28.372 ;310-B.C.;1;17.1;4.25
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.237 ;AD-134;6;17.0;3.37
Bronze As- Rome- 90 B.C.. 1944.100.900 ;90-B.C..;11;27.0;13.72
Silver Antoninianus of Diocletian- Antioch- AD 284. 1944.100.38153 ;AD-284.;11;21.5;4.14
Silver Antoninianus of Postumus- Lugdunum- AD 260 - AD 269. 2004.14.169 ;AD-260;2;21.5;3.58
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1948.19.1125 ;AD-98;6;18.0;3.22
Silver Denarius of Vespasian- Rome- AD 73. 1944.100.39922 ;AD-73.;12;17.5;3.34
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8716 ;AD-317;12;18.5;3.47
Bronze Dupondius of Vespasian- Rome- AD 75. 1951.61.45 ;AD-75.;6;28.0;12.76
Bronze AE1 of Diocletian- Antioch- AD 299 - AD 300. 1944.100.4167 ;AD-299;11;26.5;8.0
Bronze AE3 of Constantius II- Cyzicus- AD 351 - AD 354. 1944.100.85114 ;AD-351;12;18.5;2.55
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9370 ;AD-336;1;15.0;1.57
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47428 ;AD-134;6;31.0;21.32
Bronze Dupondius of Claudius- Rome- AD 41 - AD 50. 1944.100.39384 ;AD-41;6;27.5;10.38
Silver Denarius of Nero- Rome- AD 64 - AD 65. 1956.127.1270 ;AD-64;7;18.0;3.17
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1471 ;AD-103;7;18.5;3.01
Silver Antoninianus of Carus- Cyzicus- AD 282 - AD 283. 1944.100.36384 ;AD-282;12;21.0;4.02
Silver Denarius of Augustus- Colonia Patricia- 19 BC. 1944.100.39053 ;19-BC.;6;19.5;3.76
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1957.172.1660 ;AD-134;7;18.5;3.33
Silver Antoninianus of Philip the Arab- Rome- AD 246 - AD 248. 1948.19.686 ;AD-246;6;22.8;3.69
Bronze As- Rome- 211 B.C.. 1969.83.136 ;211-B.C..;8;36.0;47.82
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.302 ;AD-134;6;18.0;3.38
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1307 ;AD-75.;5;18.0;3.1
Bronze AE3 of Licinius- Nicomedia- AD 313 - AD 317. 2004.14.186 ;AD-313;2;19.5;2.6
Bronze AE3 of Valentinian II- Siscia- AD 384 - AD 387. 1948.19.803 ;AD-384;6;18.0;2.24
Silver Denarius of Antoninus Pius- Rome- AD 141. 1948.19.1292 ;AD-141.;6;16.5;3.34
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4202 ;AD-300;5;26.5;9.69
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1948.8.173 ;AD-134;6;32.0;28.59
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43567 ;AD-103;6;19.0;3.21
Bronze Semis- Rome- 211 B.C.. 1969.83.191 ;211-B.C..;5;25.0;5.38
Bronze AE3 of Constantine I- Antioch- AD 335 - AD 337. 1944.100.9128 ;AD-335;12;15.0;1.83
Bronze AE3 of Valens- Antioch- AD 364 - AD 367. 1964.101.1 ;AD-364;6;16.0;3.46
Bronze As of Nerva- Rome- AD 97. 1944.100.42662 ;AD-97.;6;28.0;9.22
Silver Denarius of Caracalla- Rome- AD 215. 1950.84.4 ;AD-215.;6;19.0;3.18
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.147 ;AD-119;6;16.5;3.01
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3799 ;AD-312;6;22.5;3.77
Silver Denarius of Augustus- Lugdunum- 2 BC - AD 4. 1956.28.143 ;2-BC;6;17.0;3.53
Silver Denarius of Nerva- Rome- AD 96. 1956.127.64 ;AD-96.;6;18.0;3.32
Bronze Dupondius of Maximinus Thrax- Rome- AD 236 - AD 238. 1947.97.69 ;AD-236;11;25.0;11.83
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9382 ;AD-336;12;15.0;1.46
Bronze AE1 of Maximian- Lugdunum- AD 301 - AD 303. 1960.170.3 ;AD-301;12;27.5;9.95
Bronze Triens- Rome- 211 B.C.. 1969.83.167 ;211-B.C..;5;26.0;11.89
Bronze Sestertius of Gordian III- Rome- AD 241 - AD 244. 1965.32.18 ;AD-241;11;27.0;12.57
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1947.2.451 ;AD-114;6;16.5;2.62
Bronze AE3 of Constantine I- Nicomedia- AD 325 - AD 326. 1965.32.4 ;AD-325;12;18.0;2.57
Bronze Sestertius of Trajan- Rome- AD 103 - AD 111. 1944.100.44713 ;AD-103;6;35.0;26.18
Bronze As of Domitian- Rome- AD 87. 1944.100.42599 ;AD-87.;6;28.0;10.93
Bronze AE2 of Maxentius- Carthage- AD 307. 1944.100.4039 ;AD-307.;6;23.5;6.86
Bronze As of Marcus Aurelius- Rome- AD 178. 1951.61.76 ;AD-178.;1;25.0;10.24
Silver Denarius of Augustus- Rome- 19 BC - 4 BC. 1944.100.38316 ;19-BC;12;19.5;3.93
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1659 ;AD-114;6;20.0;3.18
Silver Denarius of Severus Alexander- Rome- AD 228 - AD 231. 1955.67.2 ;AD-228;12;19.5;3.15
Bronze AE3 of Licinius- Heraclea- AD 317. 1957.159.28 ;AD-317.;5;19.0;3.32
Silver Cistophorus of Claudius- Pergamum- AD 41 - AD 54. 1944.100.39368 ;AD-41;6;26.0;10.4
Bronze As of Antoninus Pius- Rome- AD 140 - AD 144. 1947.97.450 ;AD-140;12;25.0;9.49
Bronze Sestertius of Antoninus Pius- Rome- AD 156 - AD 157. 1957.172.1725 ;AD-156;6;31.0;25.32
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.655 ;AD-141.;6;17.0;3.45
Silver Denarius of Augustus- Emerita- 25 BC - 23 BC. 1969.222.1271 ;25-BC;2;19.0;3.76
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1626 ;AD-112;7;18.0;3.26
Silver Antoninianus of Carausius- Uncertain value- AD 286 - AD 293. 1944.100.37960 ;AD-286;6;22.5;4.21
Bronze AE1 of Maximian- Carthage- AD 303. 1944.100.4007 ;AD-303.;1;27.0;8.18
Bronze Sestertius of Antoninus Pius- Rome- AD 148 - AD 149. 1944.100.48273 ;AD-148;12;32.0;27.47
Silver Denarius of Titus- Rome- AD 80 - AD 81. 1956.127.40 ;AD-80;6;18.0;3.35
Bronze AE1 of Maximian- Aquileia- AD 302 - AD 303. 1948.4.1 ;AD-302;12;27.0;9.09
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1305 ;AD-75.;6;19.0;3.19
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3866 ;AD-296;6;26.0;10.14
Silver Denarius of Diadumenian- Rome- AD 217 - AD 218. 1954.203.238 ;AD-217;6;21.0;3.24
Bronze As of Titus- Rome- AD 80 - AD 81. 1944.100.41807 ;AD-80;6;25.0;10.57
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1944.100.48254 ;AD-145;12;30.0;26.21
Bronze Dupondius of Augustus- Lugdunum- AD 12 - AD 14. 1944.100.39261 ;AD-12;9;27.5;11.19
Bronze AE3 of Constantine I- Arelate- AD 320 - AD 321. 1957.159.36 ;AD-320;11;19.0;3.09
Silver Denarius of Domitian- Rome- AD 95 - AD 96. 1999.33.1 ;AD-95;6;19.0;3.06
Silver Denarius of Antoninus Pius- Rome- AD 139. 1956.127.340 ;AD-139.;6;16.0;3.92
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47438 ;AD-134;6;27.0;12.08
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36202 ;AD-276;11;20.4;3.61
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.558 ;AD-141.;6;16.5;2.71
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1948.19.1163 ;AD-114;6;19.0;3.11
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.120 ;AD-119;7;18.5;3.37
Silver Denarius of Severus Alexander- Rome- AD 222 - AD 228. 1948.19.1836 ;AD-222;12;19.0;3.09
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43549 ;AD-103;6;19.0;3.14
Silver Denarius of Antoninus Pius- Rome- AD 141. 1948.78.15 ;AD-141.;12;18.0;3.38
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36088 ;AD-276;12;22.5;3.82
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1956.127.1380 ;AD-98;6;19.0;3.21
Bronze AE3 of Constantine I- Antioch- AD 335 - AD 337. 1948.4.4 ;AD-335;12;14.5;1.61
Bronze As of Antoninus Pius- Rome- AD 140 - AD 144. 1944.100.48230 ;AD-140;6;27.0;10.52
Bronze AE3 of Constans- Siscia- AD 347 - AD 348. 1948.19.749 ;AD-347;2;16.0;1.59
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36104 ;AD-276;5;22.0;3.34
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.946 ;AD-161;12;17.5;3.26
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8891 ;AD-325;4;19.5;3.37
Bronze As- Rome- 154 B.C.. 1954.18.27 ;154-B.C..;4;33.3;22.85
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1960.170.221 ;AD-114;6;18.0;3.35
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.673 ;AD-141.;12;17.5;3.34
Bronze Quadrans of Augustus- Rome- 5 BC. 1944.100.38409 ;5-BC.;2;17.0;2.23
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1948.19.1144 ;AD-103;7;18.0;3.19
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3911 ;AD-297;12;28.0;10.43
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36159 ;AD-276;10;21.25;4.42
Bronze AE3 of Constantine I- Constantinople- AD 327 - AD 328. 1944.100.9157 ;AD-327;12;20.0;3.3
Silver Antoninianus of Aurelian- Uncertain value- AD 270 - AD 275. 1948.19.941 ;AD-270;2;22.75;3.76
Silver Denarius of Titus- Rome- AD 79. 1944.100.41638 ;AD-79.;6;18.0;3.12
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36283 ;AD-276;6;21.6;3.57
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1948.19.1224 ;AD-134;6;17.5;3.3
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.158 ;AD-125;6;18.0;3.2
Silver Antoninianus of Gordian III- Rome- AD 238 - AD 239. 1948.19.450 ;AD-238;12;22.0;5.57
Silver Denarius of Claudius- Rome- AD 46 - AD 47. 1944.100.39355 ;AD-46;6;18.0;3.69
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.966 ;AD-161;12;18.5;3.36
Bronze As of Claudius- Rome- AD 41 - AD 50. 1944.100.39388 ;AD-41;6;28.0;12.0
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8728 ;AD-317;6;19.5;3.6
Bronze AE3 of Constantine I- Alexandria- AD 333 - AD 335. 1963.237.40 ;AD-333;6;17.0;2.89
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1676 ;AD-114.;6;17.0;3.36
Bronze AE3 of Constantius II- Constantinople- AD 347 - AD 348. 1948.19.775 ;AD-347;6;14.0;1.95
Bronze AE2 of Maximinus Daia- Antioch- AD 310. 1944.100.4423 ;AD-310.;12;23.0;6.35
Silver Denarius of Marcus Aurelius- Rome- AD 169 - AD 170. 1956.127.836 ;AD-169;12;17.0;3.29
Silver Antoninianus of Probus- Cyzicus- AD 276 - AD 282. 1944.100.36080 ;AD-276;6;22.25;3.44
Bronze As of Gaius/Caligula- Rome- AD 37 - AD 38. 1944.100.39340 ;AD-37;6;27.0;10.89
Bronze AE3 of Licinius- Heraclea- AD 317. 1956.28.14 ;AD-317.;6;19.0;3.17
Bronze AE1 of Galerius- Heraclea- AD 305 - AD 306. 1944.100.3926 ;AD-305;12;27.5;8.81
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.1839 ;AD-145;5;17.5;3.37
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1944.100.48127 ;AD-140;6;16.5;3.6
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.205 ;AD-125;7;17.5;3.39
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 177. 1956.127.890 ;AD-176;6;17.75;3.37
Bronze Sestertius of Vespasian- Rome- AD 73. 1954.203.167 ;AD-73.;6;35.0;29.36
Bronze Sestertius of Domitian- Rome- AD 86. 1944.100.42590 ;AD-86.;6;36.0;25.74
Bronze Dupondius of Augustus- Rome- 17 BC. 1944.100.38373 ;17-BC.;7;29.0;12.99
Silver Antoninianus of Gordian III- Rome- AD 243 - AD 244. 1948.19.724 ;AD-243;12;23.0;4.03
Bronze As of Tiberius- Rome- AD 15 - AD 16. 1944.100.39230 ;AD-15;12;27.0;10.22
Bronze AE3 of Constantius II- Alexandria- AD 347 - AD 348. 1954.123.36 ;AD-347;6;15.0;1.36
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1587 ;AD-103;7;19.0;2.96
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1944.100.42444 ;AD-77;6;17.0;2.72
Silver Denarius of Domitian- Rome- AD 95 - AD 96. 1944.100.42528 ;AD-95;6;17.0;3.38
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1948.19.1201 ;AD-125;6;18.0;3.31
Bronze AE1 of Julian the Apostate- Arelate- AD 360 - AD 363. 1957.172.1016 ;AD-360;6;17.5;7.58
Silver Denarius of Antoninus Pius- Rome- AD 153 - AD 154. 1956.127.455 ;AD-153;6;17.0;3.19
Silver Denarius of Domitian- Rome- AD 95 - AD 96. 1944.100.42524 ;AD-95;6;18.0;3.52
Silver Denarius of Antoninus Pius- Rome- AD 141. 1944.100.48329 ;AD-141.;6;18.0;3.35
Silver Antoninianus of Carus- Lugdunum- AD 282 - AD 283. 1944.100.36333 ;AD-282;12;23.0;3.11
Bronze Sestertius of Nero- Rome- AD 64 - AD 68. 1944.100.39728 ;AD-64;6;34.0;27.07
Bronze AE4 of Theodosius I- Constantinople- AD 388 - AD 392. 1947.97.197 ;AD-388;12;12.5;0.88
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.325 ;310-B.C.;1;17.9;4.23
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.296 ;AD-134;6;17.0;3.27
Silver Antoninianus of Probus- Rome- AD 276 - AD 282. 1948.19.949 ;AD-276;6;21.25;3.82
Bronze AE3 of Constantine I- Trier- AD 313 - AD 315. 1963.237.44 ;AD-313;5;21.5;4.04
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1447 ;AD-103;7;18.0;3.34
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.1852 ;AD-145;6;18.0;3.31
Bronze Dupondius of Vespasian- Lugdunum- AD 77 - AD 78. 1944.100.41606 ;AD-77;6;28.0;12.8
Bronze Sestertius of Antoninus Pius- Rome- AD 141. 2004.14.126 ;AD-141.;12;33.0;24.54
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8775 ;AD-317;11;18.0;2.88
Bronze AE1 of Diocletian- Heraclea- AD 294. 1944.100.3806 ;AD-294.;6;26.0;9.94
Bronze AE3 of Constantine I- Ticinum- AD 313 - AD 314. 1969.222.84 ;AD-313;6;20.0;2.72
Silver Denarius of Antoninus Pius- Rome- AD 152 - AD 153. 1956.127.440 ;AD-152;6;17.5;3.15
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.541 ;AD-141.;6;15.75;3.44
Bronze Semis of Nero- Rome- AD 64 - AD 68. 1944.100.39769 ;AD-64;8;16.0;3.35
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.1813 ;AD-134;6;18.0;3.18
Bronze Sestertius of Elagabalus- Rome- AD 218 - AD 222. 1965.30.11 ;AD-218;12;30.0;24.6
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3769 ;AD-312;6;22.0;3.79
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.307 ;310-B.C.;12;19.0;4.3
Bronze AE3 of Constantine I- Antioch- AD 335 - AD 337. 1944.100.9117 ;AD-335;6;14.5;1.43
Bronze AE2 of Galerius- Heraclea- AD 309 - AD 310. 1944.100.3971 ;AD-309;6;24.0;6.42
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.364 ;AD-140;6;18.0;3.12
Bronze AE2 of Maximinus Daia- Antioch- AD 308 - AD 309. 1944.100.4392 ;AD-308;12;23.5;5.41
Bronze AE3 of Constantine I- Trier- AD 317 - AD 318. 1969.214.27 ;AD-317;6;21.0;3.49
Silver Denarius of Marcus Aurelius- Rome- AD 172 - AD 173. 1956.127.861 ;AD-172;12;16.5;3.38
Silver Antoninianus of Maximian- Rome- AD 285. 1944.100.38051 ;AD-285.;12;23.5;3.65
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9042 ;AD-330;5;17.0;2.29
Silver Denarius of Nerva- Rome- AD 97. 1944.100.42625 ;AD-97.;9;19.0;3.29
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1623 ;AD-112;6;20.5;3.02
Silver Denarius of Hadrian- Rome- AD 118. 1956.127.97 ;AD-118.;6;17.5;3.36
Bronze Sestertius of Marcus Aurelius- Rome- AD 163 - AD 164. 1946.35.47 ;AD-163;6;34.0;24.95
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.989 ;AD-161;12;16.5;3.38
Bronze Sestertius of Antoninus Pius- Rome- AD 143 - AD 144. 1944.100.48249 ;AD-143;12;37.0;24.29
Silver Denarius of Vespasian- Rome- AD 74. 1956.127.1290 ;AD-74.;6;20.0;3.2
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1951.117.4 ;AD-98;6;20.0;3.05
Bronze As of Domitian- Rome- AD 82. 1963.267.8 ;AD-82.;6;26.0;9.32
Bronze Sestertius of Postumus- Lugdunum- AD 260 - AD 269. 1951.23.4 ;AD-260;6;31.5;20.8
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47463 ;AD-134;6;32.0;23.93
Bronze Dupondius of Vespasian- Lugdunum- AD 71. 1944.100.41596 ;AD-71.;6;30.0;13.97
Silver Antoninianus of Carus- Rome- AD 282 - AD 283. 1954.18.148 ;AD-282;6;22.5;2.35
Silver Denarius of Marcus Aurelius- Rome- AD 168 - AD 169. 1956.127.831 ;AD-168;6;18.0;3.27
Bronze AE1 of Constantius Chlorus- Carthage- AD 306. 1944.100.4029 ;AD-306.;7;26.0;9.44
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4223 ;AD-300;6;26.5;13.42
Bronze AE3 of Constantine I- Rome- AD 326. 1957.999.2 ;AD-326.;12;19.5;3.18
Silver Denarius of Antoninus Pius- Rome- AD 154 - AD 155. 1956.127.1876 ;AD-154;6;19.0;3.51
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.36022 ;AD-276;6;22.15;3.24
Bronze Dupondius of Gaius/Caligula- Rome- AD 37 - AD 41. 1948.19.1040 ;AD-37;8;28.5;12.74
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.947 ;AD-161;6;17.0;3.37
Silver Denarius of Vespasian- Rome- AD 72 - AD 73. 1944.100.39916 ;AD-72;6;17.75;3.12
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1963.237.55 ;AD-276;6;21.5;4.06
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1705 ;AD-114.;6;19.0;3.35
Silver Denarius of Vespasian- Rome- AD 75. 1944.100.39935 ;AD-75.;6;18.5;3.13
Bronze AE3 of Licinius- Cyzicus- AD 313 - AD 315. 1944.100.8697 ;AD-313;12;21.0;3.5
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1944.100.44805 ;AD-119;6;18.0;3.09
Silver Antoninianus of Diocletian- Antioch- AD 285. 1944.100.38133 ;AD-285.;12;22.5;4.21
Silver Denarius of Marcus Aurelius- Rome- AD 165 - AD 166. 1956.127.812 ;AD-165;1;18.5;3.15
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1747 ;AD-119;6;18.0;3.27
Bronze AE3 of Constantine I- Constantinople- AD 328. 1944.100.9166 ;AD-328.;11;19.0;3.13
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9423 ;AD-336;6;15.0;2.15
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.178 ;AD-125;6;17.0;3.38
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.177 ;AD-125;6;17.0;3.21
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1944.100.43491 ;AD-101;6;17.0;3.05
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9097 ;AD-330;6;17.5;2.52
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.375 ;AD-140;6;16.5;3.26
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.694 ;AD-141.;7;16.0;3.36
Bronze AE3 of Constantine I- Cyzicus- AD 332 - AD 335. 1965.32.6 ;AD-332;12;17.0;2.73
Bronze AE3 of Constantius II- Antioch- AD 337 - AD 347. 1929.27.8 ;AD-337;6;16.0;1.68
Bronze As of Augustus- Nemausus- 9 BC - 3 BC. 1929.999.104 ;9-BC;9;26.0;11.9
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1947.98.418 ;323-B.C.;12;17.5;4.2
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3847 ;AD-296;6;27.0;9.54
Silver Denarius of Antoninus Pius- Rome- AD 139 - AD 141. 1944.100.48327 ;AD-139;12;17.0;3.13
Silver Antoninianus of Diocletian- Cyzicus- AD 284 - AD 294. 1944.100.38095 ;AD-284;6;21.5;3.58
Silver Denarius- Rome- 115 B.C. - 114 B.C.. 1963.237.92 ;115-B.C.;11;16.0;3.14
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.701 ;AD-141.;6;17.5;3.38
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9092 ;AD-330;12;17.0;2.26
Silver Antoninianus of Aurelian- Siscia- AD 270 - AD 275. 1948.19.932 ;AD-270;12;23.0;5.22
Silver Antoninianus of Aurelian- Antioch- AD 270 - AD 275. 1954.241.13 ;AD-270;6;22.0;3.98
Bronze AE1 of Diocletian- Antioch- AD 297. 1944.100.4094 ;AD-297.;12;25.5;8.04
Silver Uncertain value of Maximian- Rome- AD 295 - AD 297. 1957.172.97 ;AD-295;12;18.0;3.0
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8847 ;AD-324;12;19.5;2.91
Silver Denarius of Marcus Aurelius- Rome- AD 170 - AD 171. 1956.127.850 ;AD-170;6;16.5;3.49
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1696 ;AD-114.;6;17.0;2.96
Silver Denarius of Augustus- Colonia Patricia- 18 BC. 1957.172.1483 ;18-BC.;5;19.0;3.82
Silver Antoninianus of Maximian- Lugdunum- AD 292 - AD 293. 1944.100.38032 ;AD-292;12;22.5;3.79
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36102 ;AD-276;6;22.0;3.99
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36225 ;AD-276;12;20.5;3.6
Bronze AE3 of Constantine I- Constantinople- AD 326 - AD 327. 1944.100.9134 ;AD-326;6;18.0;3.16
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1944.100.44823 ;AD-119;5;18.5;3.23
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36169 ;AD-276;12;21.125;3.85
Bronze Dupondius of Vespasian- Rome- AD 74. 1944.100.41616 ;AD-74.;6;26.0;16.93
Silver Cistophorus of Hadrian- Ephesus- AD 128 - AD 132. 1944.100.45568 ;AD-128;12;27.0;10.88
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 180. 1956.127.1032 ;AD-176;6;17.5;3.49
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1425 ;AD-101;7;18.5;3.19
Bronze AE2 of Maximinus Daia- Antioch- AD 310. 1944.100.4424 ;AD-310.;12;23.5;6.06
Bronze Dupondius of Hadrian- Rome- AD 117. 1944.100.45606 ;AD-117.;7;26.5;12.62
Silver Antoninianus of Gallienus- Mediolanum- AD 259. 1948.8.137 ;AD-259.;1;20.25;3.524
Silver Quinarius of Domitian- Rome- AD 88. 1944.100.42472 ;AD-88.;6;15.0;1.71
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1957.172.1649 ;AD-125;6;18.0;3.34
Bronze AE2 of Constantine I- Trier- AD 310 - AD 313. 1947.97.37 ;AD-310;6;22.5;4.36
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.978 ;AD-161;2;17.5;3.43
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1944.100.44666 ;AD-114;6;17.0;3.34
Bronze AE3 of Diocletian- Heraclea- AD 295 - AD 296. 1944.100.3814 ;AD-295;12;21.0;3.1
Bronze AE2 of Maximinus Daia- Antioch- AD 312. 1944.100.4461 ;AD-312.;11;20.0;4.02
Silver Denarius of Augustus- Samos- 21 BC - 20 BC. 1944.100.39164 ;21-BC;12;20.0;3.95
Bronze AE3 of Constantine I- Alexandria- AD 335 - AD 337. 1954.123.21 ;AD-335;12;16.0;1.52
Bronze As of Tiberius- Rome- AD 34 - AD 35. 1944.100.39293 ;AD-34;12;27.5;11.24
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35879 ;AD-276;12;22.75;3.62
Bronze AE3 of Maximian- Rome- AD 297 - AD 298. 1954.18.47 ;AD-297;5;21.0;2.87
Bronze Sestertius of Philip the Arab- Rome- AD 244 - AD 249. 1946.35.124 ;AD-244;12;30.0;22.75
Silver Denarius of Septimius Severus- Rome- AD 197 - AD 198. 1956.127.1254 ;AD-197;12;17.3;3.34
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1480 ;AD-103;6;18.0;3.05
Silver Denarius of Commodus- Rome- AD 180. 1956.127.1942 ;AD-180.;6;18.0;3.18
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.2317 ;AD-134;12;17.0;3.33
