Nombre;Año;Axis;Diametro;Peso
Bronze As of Nero- Rome- AD 64 - AD 68. 1944.100.39762 ;AD-64;5;27.5;9.92
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1546 ;AD-103;6;19.0;2.98
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3730 ;AD-312;6;23.0;3.57
Bronze As of Antoninus Pius- Rome- AD 143 - AD 144. 1944.100.48246 ;AD-143;12;28.0;14.12
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.605 ;AD-141.;6;16.5;3.37
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 162. 1956.127.793 ;AD-161;6;18.25;3.3
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9188 ;AD-330;12;16.5;1.98
Silver Antoninianus of Allectus- Londinium- AD 293 - AD 296. 1944.100.37970 ;AD-293;6;23.0;3.88
Silver Antoninianus of Probus- Serdica- AD 276 - AD 282. 1944.100.36062 ;AD-276;12;23.0;3.11
Silver Denarius of Antoninus Pius- Rome- AD 158 - AD 159. 1944.100.48175 ;AD-158;6;17.5;2.92
Bronze Semis- Rome- 211 B.C.. 1969.83.175 ;211-B.C..;2;27.0;17.06
Bronze Dupondius of Antoninus Pius- Rome- AD 145 - AD 161. 1947.2.498 ;AD-145;6;27.0;12.81
Bronze Sestertius of Vespasian- Rome- AD 71. 1947.2.431 ;AD-71.;6;33.0;25.65
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1560 ;AD-103;6;18.0;3.27
Bronze AE3 of Constantine I- Antioch- AD 325 - AD 326. 1944.100.8991 ;AD-325;6;18.0;3.55
Silver Denarius of Hadrian- Rome- AD 117. 1956.127.1716 ;AD-117.;7;18.5;3.17
Silver Antoninianus of Trajan Decius- Rome- AD 249 - AD 251. 1957.172.757 ;AD-249;12;23.0;4.97
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3898 ;AD-297;12;27.0;9.94
Silver Denarius of Domitian- Rome- AD 91. 1944.100.42495 ;AD-91.;6;18.0;3.31
Bronze Sestertius of Septimius Severus- Rome- AD 195 - AD 196. 1946.35.69 ;AD-195;12;31.0;23.0
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.562 ;AD-141.;6;16.5;3.57
Bronze AE3 of Licinius- Rome- AD 321. 1954.18.80 ;AD-321.;6;21.0;3.07
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9198 ;AD-330;12;18.0;2.31
Bronze AE3 of Licinius- Nicomedia- AD 321 - AD 324. 1956.28.11 ;AD-321;12;18.5;2.31
Silver Denarius of Commodus- Rome- AD 178 - AD 191. 1956.127.1246 ;AD-178;12;18.2;2.92
Bronze AE3 of Constantine I- Thessalonica- AD 320. 1957.159.33 ;AD-320.;6;18.5;3.44
Silver Denarius of Otho- Rome- AD 69. 1956.127.1272 ;AD-69.;6;17.0;3.23
Silver Denarius of Augustus- Lugdunum- 11 BC - 10 BC. 1944.100.39108 ;11-BC;3;18.5;3.64
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36184 ;AD-276;12;21.3;4.08
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4192 ;AD-300;7;26.5;9.58
Bronze AE3 of Constantius II- Constantinople- AD 337 - AD 340. 1948.19.774 ;AD-337;12;13.0;1.36
Bronze AE3 of Constantine I- Siscia- AD 330 - AD 333. 1954.123.1 ;AD-330;6;18.5;2.44
Bronze AE1 of Maximian- Carthage- AD 299 - AD 303. 1963.237.27 ;AD-299;12;25.5;9.2
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1954.203.215 ;AD-145;12;32.0;24.29
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35942 ;AD-276;6;24.15;3.96
Silver Denarius of Diadumenian- Rome- AD 217 - AD 218. 1948.19.1714 ;AD-217;12;20.0;3.91
Bronze AE1 of Diocletian- Antioch- AD 299 - AD 300. 1944.100.4138 ;AD-299;6;26.5;10.27
Bronze As of Antoninus Pius- Rome- AD 148 - AD 149. 1947.97.451 ;AD-148;12;27.0;12.01
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9372 ;AD-336;12;15.5;1.56
Bronze AE1 of Diocletian- Antioch- AD 299 - AD 300. 1944.100.4165 ;AD-299;12;26.5;8.55
Bronze As of Titus- Rome- AD 80 - AD 81. 2000.5.15 ;AD-80;6;28.0;10.58
Silver Denarius of Antoninus Pius- Rome- AD 151 - AD 152. 1956.127.439 ;AD-151;6;18.0;3.54
Bronze AE2 of Galerius- Serdica- AD 307 - AD 308. 1944.100.4078 ;AD-307;6;25.5;7.16
Bronze AE3 of Constantine I- Thessalonica- AD 330 - AD 333. 1954.18.99 ;AD-330;6;18.5;2.81
Silver Drachma- Colophon- 301 B.C. - 297 B.C.. 1965.77.158 ;301-B.C.;12;18.5;4.03
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1473 ;AD-103;7;17.5;3.3
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.1021 ;AD-161;6;17.5;3.32
Silver Cistophorus of Augustus- Ephesus- 25 BC. 1954.185.12 ;25-BC.;12;24.0;11.6
Bronze Dupondius of Nero- Lugdunum- AD 64 - AD 68. 1957.172.1556 ;AD-64;6;28.5;13.15
Bronze Sestertius of Nero- Rome- AD 64 - AD 68. 1944.100.39734 ;AD-64;6;37.0;26.73
Silver Antoninianus of Trajan Decius- Mediolanum- AD 250 - AD 251. 1957.159.56 ;AD-250;5;22.0;5.457
Silver Denarius of Antoninus Pius- Rome- AD 139. 1948.19.1246 ;AD-139.;6;16.5;2.97
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.304 ;AD-134;6;18.0;3.37
Silver Denarius of Antoninus Pius- Rome- AD 141. 1948.19.1290 ;AD-141.;6;17.5;3.08
Silver Denarius of Maximinus Thrax- Rome- AD 235 - AD 236. 1948.19.324 ;AD-235;1;21.0;2.502
Silver Antoninianus of Carus- Tripolis- AD 282 - AD 283. 1948.8.155 ;AD-282;12;23.5;3.19
Bronze AE2 of Galerius- Heraclea- AD 310. 1944.100.3981 ;AD-310.;12;26.5;6.0
Silver Denarius of Marcus Aurelius- Rome- AD 171 - AD 172. 1956.127.859 ;AD-171;12;18.5;3.28
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43512 ;AD-103;6;18.0;3.07
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4200 ;AD-300;6;26.5;9.18
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45556 ;AD-134;6;17.0;2.99
Silver Denarius of Antoninus Pius- Rome- AD 156 - AD 157. 1956.127.769 ;AD-156;12;17.0;2.76
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1315 ;AD-75.;7;18.0;2.8
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.35998 ;AD-276;6;21.0;3.46
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1948.19.1190 ;AD-119;6;18.5;3.5
Bronze AE3 of Constantine I- Ticinum- AD 317 - AD 318. 1947.2.265 ;AD-317;7;18.5;3.34
Bronze AE3 of Constantius II- Lugdunum- AD 355 - AD 360. 1944.100.85109 ;AD-355;6;15.0;2.05
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47426 ;AD-134;12;27.0;14.17
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.588 ;AD-141.;12;17.0;3.29
Silver Antoninianus of Diocletian- Antioch- AD 284. 1944.100.38151 ;AD-284.;6;20.5;3.66
Silver Denarius of Nerva- Rome- AD 97. 1956.127.71 ;AD-97.;6;17.0;3.42
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.356 ;AD-140;6;16.0;2.92
Silver Drachma- Colophon- 301 B.C. - 297 B.C.. 1952.123.332 ;301-B.C.;1;17.4;4.25
Bronze As of Domitian- Rome- AD 81. 1944.100.42564 ;AD-81.;6;28.0;9.81
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4362 ;AD-308.;11;24.0;7.35
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.909 ;AD-145;12;16.5;3.91
Bronze Sestertius of Trajan- Rome- AD 103 - AD 111. 1944.100.44711 ;AD-103;6;34.0;28.37
Silver Drachma of Gaius/Caligula- Caesareia in Cappadocia- AD 37 - AD 38. 1944.100.39369 ;AD-37;12;18.0;3.57
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.1818 ;AD-134;6;18.0;3.36
Bronze Triens- Rome- 211 B.C.. 1969.83.165 ;211-B.C..;6;25.5;12.02
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9028 ;AD-330;6;16.0;2.38
Silver Antoninianus of Aurelian- Cyzicus- AD 270 - AD 275. 1957.172.1254 ;AD-270;6;21.0;4.44
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3864 ;AD-296;12;27.5;9.92
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1956.28.149 ;AD-77;6;18.0;2.63
Bronze AE3 of Diocletian- Heraclea- AD 295 - AD 296. 1944.100.3808 ;AD-295;6;19.0;3.33
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1686 ;AD-114;6;18.0;3.37
Bronze AE3 of Constantine I- Antioch- AD 329 - AD 330. 1947.999.5 ;AD-329;11;18.5;3.97
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35921 ;AD-276;6;22.3;3.49
Bronze Triens- Luceria- 214 B.C. - 212 B.C.. 1967.65.1 ;214-B.C.;8;28.5;26.01
Silver Denarius of Marcus Aurelius- Rome- AD 169 - AD 170. 1956.127.1926 ;AD-169;1;19.5;3.35
Bronze As of Marcus Aurelius- Rome- AD 175 - AD 176. 1951.61.75 ;AD-175;6;25.0;9.44
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.295 ;310-B.C.;12;16.9;4.13
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.685 ;AD-141.;6;16.5;3.52
Bronze Quadrans- Rome- 211 B.C.. 1969.83.182 ;211-B.C..;10;25.0;11.95
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1303 ;AD-75.;6;20.0;3.21
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1944.100.48256 ;AD-145;12;28.0;24.4
Bronze As of Titus- Rome- AD 80 - AD 81. 1944.100.41805 ;AD-80;6;27.0;10.02
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4131 ;AD-304;12;26.5;9.75
Bronze Dupondius of Nerva- Rome- AD 97. 1944.100.42657 ;AD-97.;6;27.0;11.51
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36200 ;AD-276;6;21.65;4.47
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.36009 ;AD-276;7;21.5;3.76
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.653 ;AD-141.;6;17.5;3.25
Silver Denarius of Domitian- Rome- AD 86. 1965.276.7 ;AD-86.;6;19.0;3.35
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3839 ;AD-296;6;26.0;10.16
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1948.19.1785 ;AD-218;6;18.55;2.8
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9075 ;AD-330;11;17.0;2.03
Bronze Sestertius of Trajan- Rome- AD 112 - AD 114. 1944.100.44748 ;AD-112;6;31.0;18.8
Bronze As of Claudius- Rome- AD 50 - AD 54. 1944.100.39317 ;AD-50;7;29.5;11.16
Bronze As of Antoninus Pius- Rome- AD 140 - AD 144. 1944.100.48232 ;AD-140;11;27.0;9.77
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.944 ;AD-161;7;18.0;3.21
Silver Denarius of Antoninus Pius- Rome- AD 157 - AD 158. 1956.127.1886 ;AD-157;12;17.0;2.62
Silver Antoninianus of Carus- Antioch- AD 282 - AD 283. 1948.8.153 ;AD-282;12;20.5;4.41
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1944.100.43608 ;AD-112;7;19.0;3.67
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.628 ;AD-141.;6;17.0;3.27
Silver Denarius of Augustus- Colonia Patricia- 18 BC - 17 BC. 1944.100.39077 ;18-BC;6;19.5;3.75
Bronze AE3 of Constantine I- Antioch- AD 325 - AD 326. 1944.100.8980 ;AD-325;11;18.5;3.64
Silver Denarius of Domitian- Rome- AD 95. 1944.100.42521 ;AD-95.;7;18.0;3.14
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1948.19.1146 ;AD-103;6;18.0;2.93
Bronze Semis of Augustus- Pergamum- 25 BC - 15 BC. 1944.100.39193 ;25-BC;12;20.0;4.84
Silver Denarius of Domitian- Rome- AD 95. 1947.2.439 ;AD-95.;5;19.0;3.2
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3917 ;AD-297;6;27.0;10.24
Bronze Sestertius of Marcus Aurelius- Rome- AD 179. 1957.172.1752 ;AD-179.;10;30.0;26.15
Silver Cistophorus of Hadrian- Ephesus- AD 128 - AD 132. 1944.100.45574 ;AD-128;2;27.0;10.35
Bronze AE3 of Constantine I- Alexandria- AD 333 - AD 335. 1954.123.5 ;AD-333;12;17.5;2.92
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8870 ;AD-325;12;17.5;3.44
Bronze Dupondius of Antoninus Pius- Rome- AD 140 - AD 144. 1951.61.62 ;AD-140;6;27.0;12.56
Silver Siliqua of Valentinian I- Trier- AD 367 - AD 375. 1957.172.1181 ;AD-367;6;17.5;2.08
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36281 ;AD-276;12;21.85;3.63
Bronze Large AE2 of Magnentius- Rome- AD 350. 1957.159.57 ;AD-350.;12;24.0;4.08
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.422 ;AD-148;6;17.5;3.45
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36120 ;AD-276;12;22.0;3.64
Silver Denarius of Domitian- Rome- AD 88 - AD 89. 1948.146.7 ;AD-88;6;18.0;3.25
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.645 ;AD-141.;6;18.0;3.19
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 162. 1957.172.1748 ;AD-161;6;17.5;3.14
Bronze AE2 of Maximinus Daia- Antioch- AD 310 - AD 311. 1944.100.4430 ;AD-310;12;22.0;8.05
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.964 ;AD-161;12;18.0;3.43
Bronze AE2 of Theodosius I- Cyzicus- AD 383 - AD 388. 1954.203.115 ;AD-383;6;24.5;5.71
Bronze AE1 of Maximian- Carthage- AD 298 - AD 299. 1957.172.100 ;AD-298;1;28.5;9.91
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9099 ;AD-330;12;18.0;2.37
Bronze AE3 of Licinius- Nicomedia- AD 317 - AD 320. 1965.32.3 ;AD-317;12;18.5;3.2
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1603 ;AD-112;7;19.5;3.14
Bronze Sestertius of Gaius/Caligula- Rome- AD 37 - AD 41. 1944.100.39318 ;AD-37;6;34.5;26.05
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.414 ;AD-148;6;18.0;2.78
Bronze Sestertius of Vespasian- Rome- AD 71. 1944.100.39982 ;AD-71.;7;34.0;27.54
Bronze As of Augustus- Lugdunum- 10 BC - 6 BC. 1944.100.39126 ;10-BC;2;22.0;7.06
Silver Denarius of Antoninus Pius- Rome- AD 141. 1944.100.48354 ;AD-141.;6;18.5;3.35
Silver Antoninianus of Diocletian- Tripolis- AD 284. 1944.100.38191 ;AD-284.;5;21.0;3.92
Silver Denarius of Caracalla- Rome- AD 214. 1948.19.1608 ;AD-214.;12;19.0;3.25
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.207 ;AD-125;6;17.0;3.32
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1670 ;AD-114.;6;18.0;3.31
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.249 ;AD-134;6;17.5;3.18
Bronze As of Augustus- Rome- 15 BC. 1944.100.38350 ;15-BC.;2;27.5;11.65
Bronze Sestertius of Antoninus Pius- Rome- AD 140 - AD 144. 1944.100.48208 ;AD-140;12;32.0;32.38
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.926 ;AD-145;7;17.5;3.34
Bronze Sestertius of Titus- Rome- AD 80 - AD 81. 1944.100.41811 ;AD-80;6;35.0;26.62
Bronze Sestertius of Antoninus Pius- Rome- AD 141. 1946.35.27 ;AD-141.;12;33.0;23.15
Bronze As- Rome- 91 B.C.. 1969.83.517 ;91-B.C..;10;27.0;12.92
Silver Denarius of Augustus- Emerita- 25 BC - 23 BC. 1944.100.39020 ;25-BC;10;18.5;3.65
Bronze Dupondius of Vespasian- Rome- AD 71. 1944.100.41619 ;AD-71.;6;26.0;13.51
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1581 ;AD-103;7;19.0;3.19
Bronze AE3 of Constantius II- Alexandria- AD 347 - AD 348. 1954.123.34 ;AD-347;12;16.0;1.52
Bronze As of Trajan- Rome- AD 99 - AD 100. 1944.100.44692 ;AD-99;6;27.0;14.18
Bronze As of Tiberius- Rome- AD 15 - AD 16. 1944.100.39228 ;AD-15;12;28.5;10.76
Bronze AE3 of Constantius II- Constantinople- AD 337 - AD 340. 1956.28.96 ;AD-337;12;15.0;1.47
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4278 ;AD-304;6;28.0;7.61
Silver Antoninianus of Gordian III- Rome- AD 241 - AD 243. 1956.28.57 ;AD-241;6;22.5;4.53
Bronze Quadrans of Hadrian- Rome- AD 121 - AD 122. 1944.100.45646 ;AD-121;6;19.0;4.68
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1948.19.1203 ;AD-125;6;18.0;3.31
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.410 ;AD-148;6;19.0;3.55
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1411 ;AD-101;5;17.5;3.4
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.294 ;AD-134;7;18.0;2.99
Bronze Sestertius of Gordian III- Rome- AD 241 - AD 244. 1963.237.51 ;AD-241;11;29.0;17.37
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1957.159.16 ;AD-317;12;18.0;3.45
Bronze AE1 of Diocletian- Heraclea- AD 294. 1944.100.3804 ;AD-294.;12;26.5;9.12
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.1010 ;AD-161;12;17.0;3.42
Bronze Large AE2 of Constantius II- Alexandria- AD 351 - AD 355. 1954.131.9 ;AD-351;12;22.0;6.4
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47409 ;AD-134;6;25.0;9.46
Bronze As of Nerva- Rome- AD 97. 1965.32.27 ;AD-97.;6;27.0;12.08
Silver Drachma- Colophon- 319 B.C. - 310 B.C.. 1947.98.421 ;319-B.C.;12;17.9;4.1
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9263 ;AD-333;12;17.5;2.62
Bronze AE1 of Maximinus Daia- Antioch- AD 305. 1944.100.4329 ;AD-305.;12;27.0;7.96
Silver Antoninianus of Philip the Arab- Rome- AD 248. 1948.19.680 ;AD-248.;6;22.0;4.07
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 144. 1956.127.722 ;AD-140;12;17.0;3.33
Silver Denarius of Antoninus Pius- Rome- AD 152 - AD 153. 1956.127.442 ;AD-152;12;17.5;3.47
Bronze AE4 of Theodosius I- Thessalonica- AD 388 - AD 393. 1954.18.128 ;AD-388;12;14.5;0.95
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36302 ;AD-276;12;22.5;3.15
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.1815 ;AD-134;6;18.0;3.23
Bronze AE1 of Julian the Apostate- Thessalonica- AD 361 - AD 363. 1947.97.185 ;AD-361;12;17.5;8.21
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.1830 ;AD-140;6;16.5;3.37
Silver Siliqua of Constans- Rome- AD 347. 1948.79.4 ;AD-347.;12;19.5;2.64
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1477 ;AD-103;7;19.0;2.81
Bronze AE2 of Galerius- Heraclea- AD 309 - AD 310. 1944.100.3973 ;AD-309;5;25.0;6.48
Bronze AE1 of Maximinus Daia- Antioch- AD 306. 1944.100.4340 ;AD-306.;6;27.0;9.58
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9208 ;AD-330;12;17.5;2.55
Bronze As- Rome- 225 B.C. - 217 B.C.. 1969.83.485 ;225-B.C.;12;60.0;271.275
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4225 ;AD-300;6;26.5;9.71
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1625 ;AD-112;6;20.0;3.26
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1948.19.1752 ;AD-218;6;18.5;2.89
Silver Drachma of Lysimachus- Colophon- 301 B.C. - 297 B.C.. 1965.77.160 ;301-B.C.;1;18.7;4.18
Bronze Quadrans of Nero- Rome- AD 64 - AD 68. 1944.100.39774 ;AD-64;7;14.0;1.86
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.305 ;310-B.C.;12;18.1;4.15
Silver Denarius of Aurelian- Rome- AD 270 - AD 275. 1947.99.36 ;AD-270;12;18.25;2.16
Bronze Sestertius of Severus Alexander- Rome- AD 226. 1946.35.81 ;AD-226.;12;30.0;20.92
Silver Victoriatus- Luceria- 211 B.C. - 208 B.C.. 1969.83.270 ;211-B.C.;12;15.5;2.8
Bronze Sestertius of Antoninus Pius- Rome- AD 152 - AD 153. 1944.100.48287 ;AD-152;5;32.0;24.18
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45544 ;AD-134;7;17.0;3.47
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47465 ;AD-134;6;31.0;26.24
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8819 ;AD-324;12;18.5;2.96
Bronze AE1 of Constantine I- Londinium- AD 310 - AD 312. 1947.97.17 ;AD-310;6;22.0;4.37
Bronze AE1 of Constantius Chlorus- Carthage- AD 306. 1944.100.4027 ;AD-306.;1;27.5;9.18
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.290 ;310-B.C.;6;16.2;4.16
Silver Drachma of Lysimachus- Colophon- 301 B.C. - 297 B.C.. 1952.123.338 ;301-B.C.;1;18.1;4.29
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.175 ;AD-125;6;17.0;3.45
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1944.100.43493 ;AD-101;6;18.0;3.47
Silver Denarius of Antoninus Pius- Rome- AD 147 - AD 148. 1948.19.1256 ;AD-147;6;16.5;3.58
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9243 ;AD-330;6;18.0;2.39
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.36020 ;AD-276;6;21.25;3.59
Bronze Sestertius of Nero- Rome- AD 64 - AD 68. 1944.100.39740 ;AD-64;7;35.0;28.07
Silver Light miliarensis of Theodosius I- Constantinople- AD 388 - AD 392. 1969.177.2 ;AD-388;6;23.0;4.31
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43535 ;AD-103;7;19.0;2.94
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43582 ;AD-103;6;18.0;2.86
Silver Denarius of Marcus Aurelius- Rome- AD 165 - AD 166. 1956.127.810 ;AD-165;12;18.0;3.5
Bronze Sestertius of Marcus Aurelius- Rome- AD 177 - AD 178. 1965.30.8 ;AD-177;6;33.0;22.37
Silver Denarius of Caracalla- Rome- AD 211 - AD 217. 1948.19.1526 ;AD-211;6;18.6;2.88
Silver Denarius of Septimius Severus- Laodicea ad Mare- AD 198 - AD 202. 1957.172.1776 ;AD-198;6;18.0;3.23
Bronze AE3 of Licinius- Cyzicus- AD 313 - AD 315. 1944.100.8695 ;AD-313;1;19.5;2.56
Bronze AE3 of Constantine I- Ticinum- AD 317 - AD 318. 1962.83.8 ;AD-317;6;19.5;3.56
Silver Denarius of Vitellius- Rome- AD 69. 1956.127.1274 ;AD-69.;6;18.0;3.09
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.382 ;AD-145;6;16.5;3.58
Silver Antoninianus of Aemilian- Rome- AD 253. 1962.83.12 ;AD-253.;12;21.9;3.61
Bronze Sestertius of Hadrian- Rome- AD 125 - AD 128. 1944.100.47340 ;AD-125;6;32.0;24.71
Bronze AE3 of Constantine I- Nicomedia- AD 330 - AD 335. 1944.100.8683 ;AD-330;11;17.0;2.51
Bronze AE2 of Galerius- Thessalonica- AD 308 - AD 310. 1944.100.3694 ;AD-308;1;26.0;6.12
Bronze AE2 of Maxentius- Carthage- AD 307. 1944.100.4037 ;AD-307.;12;25.5;5.72
Silver Denarius of Antoninus Pius- Rome- AD 139 - AD 141. 1944.100.48325 ;AD-139;7;18.0;3.0
Silver Quinarius of Elagabalus- Rome- AD 218 - AD 222. 1950.148.5 ;AD-218;12;14.5;1.8
Silver Antoninianus of Diocletian- Cyzicus- AD 293. 1944.100.38231 ;AD-293.;6;20.5;3.95
Silver Antoninianus of Postumus- Lugdunum- AD 260 - AD 269. 1947.97.274 ;AD-260;2;22.0;3.81
Silver Antoninianus of Diocletian- Cyzicus- AD 284 - AD 294. 1944.100.38093 ;AD-284;6;23.0;4.98
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.1771 ;AD-125;6;18.5;3.38
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.703 ;AD-141.;6;16.5;3.48
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.937 ;AD-145;5;16.0;3.01
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1767 ;AD-119;7;18.0;3.04
Silver Tetradrachm- Mesembria- 175 B.C. - 125 B.C.. 1944.100.85156 ;175-B.C.;12;31.5;15.58
Silver Antoninianus of Aurelian- Siscia- AD 270 - AD 275. 1948.19.930 ;AD-270;6;22.5;3.94
Bronze AE3 of Constantine I- Trier- AD 319. 1957.159.43 ;AD-319.;6;18.5;3.12
Bronze As of Domitian- Rome- AD 86. 1947.2.443 ;AD-86.;7;29.0;10.96
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1956.28.5 ;AD-296;6;28.0;11.06
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.36034 ;AD-276;12;21.0;3.93
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1694 ;AD-114.;6;17.5;3.29
Bronze AE3 of Constantine I- Antioch- AD 327 - AD 329. 1944.100.8998 ;AD-327;5;18.5;3.15
Silver Cistophorus of Claudius- Ephesus- AD 50 - AD 51. 1944.100.39366 ;AD-50;6;24.5;10.7
