Nombre,Fecha,Axis,Diametro,Peso,Anverso,Reverso
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1745 ,AD-119,5,17.5,3.33,http://numismatics.org/collectionimages/19501999/1956/1956.127.1745.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1745.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 177 - AD 178. 1956.127.894 ,AD-177,12,16.5,3.01,http://numismatics.org/collectionimages/19501999/1956/1956.127.894.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.894.rev.width350.jpg
Bronze AE2 of Galerius- Thessalonica- AD 308 - AD 310. 1944.100.3705 ,AD-308,6,26.0,7.31,http://numismatics.org/collectionimages/19001949/1944/1944.100.3705.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3705.rev.width350.jpg
Silver Antoninianus of Trebonianus Gallus- Mediolanum- AD 251 - AD 253. 1948.19.850 ,AD-251,12,21.0,3.72,http://numismatics.org/collectionimages/19001949/1948/1948.19.850.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.850.rev.width350.jpg
Silver Antoninianus of Carus- Antioch- AD 282 - AD 283. 1944.100.36411 ,AD-282,6,20.0,4.37,http://numismatics.org/collectionimages/19001949/1944/1944.100.36411.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36411.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8845 ,AD-324,12,19.0,2.71,http://numismatics.org/collectionimages/19001949/1944/1944.100.8845.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8845.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.368 ,AD-140,6,18.0,3.53,http://numismatics.org/collectionimages/19501999/1956/1956.127.368.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.368.rev.width350.jpg
Bronze AE2 of Galerius- Thessalonica- AD 308 - AD 310. 1944.100.3698 ,AD-308,1,24.0,5.67,http://numismatics.org/collectionimages/19001949/1944/1944.100.3698.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3698.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 297. 1944.100.4096 ,AD-297.,4,26.0,9.85,http://numismatics.org/collectionimages/19001949/1944/1944.100.4096.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4096.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 326 - AD 327. 1944.100.9132 ,AD-326,6,19.0,2.85,http://numismatics.org/collectionimages/19001949/1944/1944.100.9132.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9132.rev.width350.jpg
Bronze Dupondius of Tiberius- Rome- AD 22 - AD 26. 1957.172.1508 ,AD-22,6,28.5,15.33,http://numismatics.org/collectionimages/19501999/1957/1957.172.1508.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1508.rev.width350.jpg
Silver Denarius of Severus Alexander- Rome- AD 229. 1948.19.1827 ,AD-229.,6,18.5,2.82,http://numismatics.org/collectionimages/19001949/1948/1948.19.1827.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1827.rev.width350.jpg
Silver Antoninianus of Trajan Decius- Rome- AD 249 - AD 251. 1957.172.755 ,AD-249,6,21.5,4.1,http://numismatics.org/collectionimages/19501999/1957/1957.172.755.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.755.rev.width350.jpg
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1947.98.428 ,310-B.C.,12,18.1,3.88,http://numismatics.org/collectionimages/19001949/1947/1947.98.428.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.98.428.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1519 ,AD-103,6,18.0,3.16,http://numismatics.org/collectionimages/19501999/1956/1956.127.1519.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1519.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1562 ,AD-103,7,18.0,3.1,http://numismatics.org/collectionimages/19501999/1956/1956.127.1562.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1562.rev.width350.jpg
Bronze Sestertius of Marcus Aurelius- Rome- AD 164 - AD 169. 1946.35.52 ,AD-164,12,29.0,24.2,http://numismatics.org/collectionimages/19001949/1946/1946.35.52.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.52.rev.width350.jpg
Silver Drachma of Lysimachus- Colophon- 301 B.C. - 297 B.C.. 1951.16.15 ,301-B.C.,1,18.2,4.12,http://numismatics.org/collectionimages/19501999/1951/1951.16.15.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.16.15.rev.width350.jpg
Bronze AE1 of Diocletian- Thessalonica- AD 302 - AD 303. 1944.100.3672 ,AD-302,6,26.5,8.05,http://numismatics.org/collectionimages/19001949/1944/1944.100.3672.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3672.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9417 ,AD-336,12,15.5,1.61,http://numismatics.org/collectionimages/19001949/1944/1944.100.9417.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9417.rev.width350.jpg
Bronze Quadrans- Rome- 169 B.C. - 158 B.C.. 1969.83.514 ,169-B.C.,7,20.0,5.69,http://numismatics.org/collectionimages/19501999/1969/1969.83.514.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.83.514.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1423 ,AD-101,7,17.5,3.38,http://numismatics.org/collectionimages/19501999/1956/1956.127.1423.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1423.rev.width350.jpg
Silver Antoninianus of Maximian- Ticinum- AD 285. 1944.100.84972 ,AD-285.,6,23.0,3.168,http://numismatics.org/collectionimages/19001949/1944/1944.100.84972.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.84972.rev.width350.jpg
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1951.16.12 ,310-B.C.,2,17.5,4.18,http://numismatics.org/collectionimages/19501999/1951/1951.16.12.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.16.12.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 310. 1944.100.4422 ,AD-310.,12,22.0,5.91,http://numismatics.org/collectionimages/19001949/1944/1944.100.4422.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4422.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 180. 1956.127.1034 ,AD-176,12,18.75,3.15,http://numismatics.org/collectionimages/19501999/1956/1956.127.1034.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1034.rev.width350.jpg
Silver Antoninianus of Diocletian- Antioch- AD 285 - AD 295. 1944.100.38263 ,AD-285,6,21.0,4.08,http://numismatics.org/collectionimages/19001949/1944/1944.100.38263.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38263.rev.width350.jpg
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8742 ,AD-317,12,81.5,2.38,http://numismatics.org/collectionimages/19001949/1944/1944.100.8742.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8742.rev.width350.jpg
Silver Cistophorus of Claudius- Pergamum- AD 41 - AD 54. 1955.21.4 ,AD-41,6,26.0,10.8,http://numismatics.org/collectionimages/19501999/1955/1955.21.4.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.21.4.rev.width350.jpg
Silver Denarius of Domitian- Rome- AD 81. 1956.127.1362 ,AD-81.,6,16.5,3.43,http://numismatics.org/collectionimages/19501999/1956/1956.127.1362.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1362.rev.width350.jpg
Bronze As of Vespasian- Rome- AD 77 - AD 78. 1947.97.359 ,AD-77,6,27.0,9.59,http://numismatics.org/collectionimages/19001949/1947/1947.97.359.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.97.359.rev.width350.jpg
Bronze Sestertius of Domitian- Rome- AD 88. 1944.100.42605 ,AD-88.,6,35.0,25.52,http://numismatics.org/collectionimages/19001949/1944/1944.100.42605.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.42605.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1948.19.1228 ,AD-134,6,18.0,3.46,http://numismatics.org/collectionimages/19001949/1948/1948.19.1228.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1228.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9285 ,AD-333,12,19.5,2.86,http://numismatics.org/collectionimages/19001949/1944/1944.100.9285.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9285.rev.width350.jpg
Bronze AE3 of Licinius- Siscia- AD 315 - AD 316. 1959.101.36 ,AD-315,6,23.0,3.97,http://numismatics.org/collectionimages/19501999/1959/1959.101.36.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.101.36.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1643 ,AD-114,6,20.5,3.47,http://numismatics.org/collectionimages/19501999/1956/1956.127.1643.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1643.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.44857 ,AD-134,6,18.5,3.12,http://numismatics.org/collectionimages/19001949/1944/1944.100.44857.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44857.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 162 - AD 163. 1956.127.1906 ,AD-162,11,18.0,3.45,http://numismatics.org/collectionimages/19501999/1956/1956.127.1906.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1906.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.210 ,AD-125,6,18.5,3.11,http://numismatics.org/collectionimages/19501999/1956/1956.127.210.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.210.rev.width350.jpg
Bronze Dupondius of Augustus- Rome- 7 BC. 1947.2.406 ,7-BC.,11,28.0,10.11,http://numismatics.org/collectionimages/19001949/1947/1947.2.406.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.406.rev.width350.jpg
Bronze Sestertius of Trajan- Rome- AD 114 - AD 117. 1944.100.44756 ,AD-114,6,32.0,26.49,http://numismatics.org/collectionimages/19001949/1944/1944.100.44756.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44756.rev.width350.jpg
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35891 ,AD-276,6,23.0,3.61,http://numismatics.org/collectionimages/19001949/1944/1944.100.35891.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.35891.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.638 ,AD-141.,6,17.0,3.43,http://numismatics.org/collectionimages/19501999/1956/1956.127.638.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.638.rev.width350.jpg
Silver Antoninianus of Carus- Lugdunum- AD 282 - AD 283. 1944.100.36441 ,AD-282,12,21.5,3.68,http://numismatics.org/collectionimages/19001949/1944/1944.100.36441.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36441.rev.width350.jpg
Silver Antoninianus of Diocletian- Antioch- AD 293 - AD 295. 1944.100.38124 ,AD-293,12,21.0,4.57,http://numismatics.org/collectionimages/19001949/1944/1944.100.38124.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38124.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 155 - AD 156. 1951.117.14 ,AD-155,6,16.5,3.42,http://numismatics.org/collectionimages/19501999/1951/1951.117.14.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.117.14.rev.width350.jpg
Bronze AE3 of Constantine I- Antioch- AD 325 - AD 326. 1944.100.8987 ,AD-325,6,18.5,2.81,http://numismatics.org/collectionimages/19001949/1944/1944.100.8987.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8987.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1617 ,AD-112,7,17.5,3.16,http://numismatics.org/collectionimages/19501999/1956/1956.127.1617.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1617.rev.width350.jpg
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1948.19.1771 ,AD-218,12,17.5,3.08,http://numismatics.org/collectionimages/19001949/1948/1948.19.1771.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1771.rev.width350.jpg
Bronze AE2 of Galerius- Thessalonica- AD 308 - AD 310. 1944.100.3704 ,AD-308,6,24.5,6.27,http://numismatics.org/collectionimages/19001949/1944/1944.100.3704.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3704.rev.width350.jpg
Bronze As of Antoninus Pius- Rome- AD 143 - AD 144. 1944.100.48244 ,AD-143,12,28.0,9.23,http://numismatics.org/collectionimages/19001949/1944/1944.100.48244.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.48244.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1969.222.1313 ,AD-134,6,17.75,3.37,http://numismatics.org/collectionimages/19501999/1969/1969.222.1313.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.222.1313.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.748 ,AD-148,6,17.5,3.23,http://numismatics.org/collectionimages/19501999/1956/1956.127.748.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.748.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8825 ,AD-324,12,20.0,3.18,http://numismatics.org/collectionimages/19001949/1944/1944.100.8825.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8825.rev.width350.jpg
Silver Denarius of Septimius Severus- Rome- AD 205. 1947.2.513 ,AD-205.,7,18.5,2.47,http://numismatics.org/collectionimages/19001949/1947/1947.2.513.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.513.rev.width350.jpg
Bronze As of Nero- Rome- AD 64 - AD 68. 1944.100.39760 ,AD-64,5,28.5,10.49,http://numismatics.org/collectionimages/19001949/1944/1944.100.39760.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39760.rev.width350.jpg
Silver Denarius of Augustus- Colonia Patricia- 18 BC - 17 BC. 1957.172.1478 ,18-BC,6,18.5,3.86,http://numismatics.org/collectionimages/19501999/1957/1957.172.1478.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1478.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 150 - AD 151. 1956.127.428 ,AD-150,6,17.0,3.45,http://numismatics.org/collectionimages/19501999/1956/1956.127.428.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.428.rev.width350.jpg
Bronze Sestertius of Gordian III- Rome- AD 241 - AD 244. 1946.35.108 ,AD-241,12,29.0,14.17,http://numismatics.org/collectionimages/19001949/1946/1946.35.108.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.108.rev.width350.jpg
Silver Antoninianus of Claudius II Gothicus- Rome- AD 268 - AD 270. 1948.19.919 ,AD-268,12,18.0,1.85,http://numismatics.org/collectionimages/19001949/1948/1948.19.919.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.919.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1544 ,AD-103,7,19.0,3.05,http://numismatics.org/collectionimages/19501999/1956/1956.127.1544.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1544.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.291 ,AD-134,7,16.0,3.56,http://numismatics.org/collectionimages/19501999/1956/1956.127.291.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.291.rev.width350.jpg
